Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance in KM,Distance in miles
"New York, United States Of America - Portland, United States Of America",PDX,JFK,45.6,-122.59,40.64,-73.79,3937.18,2441.05
"Johannesburg, South Africa - Munich, Germany",JNB,MUC,-26.1,28.23,48.34,11.77,8438.59,5231.93
"Atlanta, United States Of America - Miami, United States Of America",MIA,ATL,33.4,-110.87,42.94,-83.53,2599.61,1611.76
"Bangalore, India - Singapore, Singapore",SIN,BLR,1.3,103.98,12.8,77.65,3169.51,1965.1
"Hong Kong, Hong Kong - Tokyo, Japan",NRT,HKG,35.8,140.39,22.32,113.94,2961.22,1835.96
"Newark, United States Of America - Oslo, Norway",EWR,OSL,40.7,-74.18,59.91,10.75,5925.21,3673.63
"Bombay, India - Madras, India",BOM,MAA,19.1,72.86,13.05,80.23,1035.32,641.9
"Indianapolis, United States Of America - Newark, United States Of America",EWR,IND,40.7,-74.18,39.71,-86.3,1034.31,641.27
"Delhi, India - Singapore, Singapore",SIN,DEL,1.3,103.98,28.66,77.26,4158.23,2578.1
"London, United Kingdom - Vilnius, Lithuania",VNO,LHR,55.6,12.64,51.47,-0.45,977.26,605.9
"Des Moines, United States Of America - Newark, United States Of America",DSM,EWR,41.5,-93.65,40.69,-74.18,1630.6,1010.97
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75,399.62,247.76
"Beijing, China - Hong Kong, Hong Kong",HKG,PEK,22.3,113.94,40.07,116.58,1991.56,1234.77
"Geneva, Switzerland - London, United Kingdom",LCY,GVA,51.5,0.05,46.23,6.11,734.23,455.22
"Lima, Peru - London, United Kingdom",LIM,LCY,40.5,-3.58,51.5,0.05,1254.46,777.77
"Jacksonville, United States Of America - New York, United States Of America",JAX,LGA,33.8,-85.76,40.77,-73.88,1303.89,808.41
"Bangkok, Thailand - Singapore, Singapore",SIN,BKK,1.3,103.98,13.71,100.77,1424.4,883.13
"Chicago, United States Of America - Tokyo, Japan",NRT,ORD,35.8,140.39,41.6,-98.93,9504.35,5892.7
"Edmonton, Canada - New York, United States Of America",YEG,LGA,44.9,-93.2,40.77,-73.88,1636.44,1014.59
"London, United Kingdom - Miami, United States Of America",LHR,MIA,51.5,-0.45,33.4,-110.87,8401.1,5208.68
"Cape Town, South Africa - New York, United States Of America",CPT,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Lima, Peru - Miami, United States Of America",MIA,LIM,33.4,-110.87,-12.02,-77.11,6188.26,3836.72
"Newark, United States Of America - Sydney, Australia",SYD,EWR,34.1,-118.24,40.69,-74.18,3918.8,2429.66
"Newark, United States Of America - Paris, France",EWR,ORY,40.7,-74.18,48.73,2.37,5856.37,3630.95
"Fort De France, Martinique - Paris, France",FDF,ORY,14.6,-61.01,48.73,2.37,6850.76,4247.47
"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,1029.55,638.32
"Glasgow, United Kingdom - London, United Kingdom",GLA,LHR,55.9,-4.43,51.47,-0.45,557.76,345.81
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1175.69,728.93
"Guernsey -channel Isl., United Kingdom - Isle Of Man, United Kingdom",IOM,GCI,51.2,-0.16,49.43,-2.6,262.18,162.55
"Barcelona, Spain - Madrid, Spain",MAD,BCN,40.5,-3.58,41.3,2.08,483.86,299.99
"San Francisco, United States Of America - Washington Dc, United States Of America",IAD,SFO,39,-77.45,37.61,-122.39,3884.13,2408.16
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.5,177.63
"Newark, United States Of America - St. Louis, United States Of America",STL,EWR,38.7,-90.36,40.69,-74.18,1399.85,867.91
"Dubai, United Arab Emirates - Sao Paulo, Brazil",DXB,GRU,25.3,55.35,-23.42,-46.48,12217.32,7574.74
"Isle Of Man, United Kingdom - Liverpool, United Kingdom",IOM,LPL,54.1,-4.63,53.34,-2.85,144.42,89.54
"London, United Kingdom - Zagreb, Croatia",ZAG,LHR,45.7,16.06,51.47,-0.45,1369.18,848.89
"Luxembourg, Luxembourg - New York, United States Of America",JFK,LUX,50.1,8.56,49.63,6.21,176.35,109.34
"La Coruna, Spain - Madrid, Spain",MAD,LCG,40.5,-3.58,43.3,-8.38,504.59,312.85
"Accra, Ghana - London, United Kingdom",LHR,ACC,51.5,-0.45,5.6,-0.17,5103.91,3164.42
"Cairo, Egypt - Nairobi, Kenya",CAI,NBO,30.1,31.25,-1.28,36.81,3538.77,2194.04
"Dubai, United Arab Emirates - Madrid, Spain",MAD,DXB,40.5,-3.58,25.25,55.35,5649.16,3502.48
"Austin, United States Of America - Houston, United States Of America",AUS,IAH,30.2,-97.67,29.98,-95.34,225.5,139.81
"Newark, United States Of America - Paris, France",CDG,EWR,49,2.54,40.69,-74.18,5857.35,3631.56
"Accra, Ghana - Nairobi, Kenya",ACC,NBO,5.6,-0.17,-1.28,36.81,4177.12,2589.81
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",NBO,DAR,-1.3,36.81,-6.88,39.2,674.68,418.3
"Ft. Lauderdale, United States Of America - Newark, United States Of America",FLL,EWR,26.1,-80.13,40.69,-74.18,1712.66,1061.85
"Delhi, India - Dubai, United Arab Emirates",DXB,DEL,25.3,55.35,28.66,77.26,2199.78,1363.86
"London, United Kingdom - Munich, Germany",LCY,MUC,51.5,0.05,48.34,11.77,908.37,563.19
"Houston, United States Of America - Tulsa, United States Of America",TUL,IAH,34.2,-89.36,29.98,-95.34,732.91,454.4
"Dubai, United Arab Emirates - Muscat, Oman",DXB,MCT,25.3,55.35,23.59,58.29,353.14,218.95
"London, United Kingdom - Paris, France",LHR,ORY,51.5,-0.45,48.73,2.37,367.77,228.02
"Des Moines, United States Of America - New York, United States Of America",LGA,DSM,33.1,-88.31,41.53,-93.65,1049.06,650.42
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56,8550.35,5301.22
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,746.91,463.08
"Manchester, United Kingdom - Singapore, Singapore",SIN,MAN,1.3,103.98,53.37,0.1,10805.27,6699.27
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5492.26,3405.2
"Detroit, United States Of America - White Plains, United States Of America",HPN,DTW,41.1,-73.7,37.26,-107.75,2946.79,1827.01
"Accra, Ghana - Nairobi, Kenya",ACC,NBO,5.6,-0.17,-1.28,36.81,4177.12,2589.81
"Basel-Mulhouse-Freiburg, Switzerland - London, United Kingdom",LHR,BSL,51.5,-0.45,47.55,7.59,727.1,450.8
"Melbourne, Australia - Sydney, Australia",SYD,MEL,-33.9,151.23,-37.67,144.85,711.69,441.25
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,746.91,463.08
"London, United Kingdom - San Francisco, United States Of America",LHR,SFO,51.5,-0.45,37.61,-122.39,8615.75,5341.77
"Bombay, India - Singapore, Singapore",BOM,SIN,19.1,72.86,1.34,103.98,3922.41,2431.89
"Mombasa, Kenya - Nairobi, Kenya",NBO,MBA,-1.3,36.81,-4,39.72,441.13,273.5
"Johannesburg, South Africa - Maputo, Mozambique",JNB,MPM,-26.1,28.23,-25.92,32.57,434.15,269.17
"Melbourne, Australia - Singapore, Singapore",MEL,SIN,-37.7,144.85,1.34,103.98,6035.42,3741.96
"Edmonton, Canada - Toronto, Canada",YYZ,YEG,43.7,-79.61,53.31,-113.58,2688.99,1667.17
"Harare, Zimbabwe - Johannesburg, South Africa",JNB,HRE,-26.1,28.23,-17.92,31.1,956.37,592.95
"London, United Kingdom - Prague, Czech Republic",LHR,PRG,51.5,-0.45,50.08,14.43,1055.92,654.67
"Dubai, United Arab Emirates - Los Angeles, United States Of America",DXB,LAX,25.3,55.35,34.05,-118.24,13381.04,8296.24
"Los Angeles, United States Of America - San Francisco, United States Of America",LAX,SFO,34.1,-118.24,37.61,-122.39,540.45,335.08
"Dallas, United States Of America - Philadelphia, United States Of America",PHL,DFW,45.1,-89.01,32.87,-97.04,1524.9,945.44
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,299.97,185.98
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98,2923.54,1812.59
"Gibraltar, Gibraltar - London, United Kingdom",GIB,LGW,36.1,-5.35,51.16,-0.16,1724.8,1069.38
"Los Angeles, United States Of America - Newark, United States Of America",EWR,LAX,40.7,-74.18,34.05,-118.24,3920.99,2431.01
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,347.3,215.33
"Atlanta, United States Of America - Charlottesville, United States Of America",CHO,ATL,37.2,-88.81,42.94,-83.53,780.16,483.7
"Johannesburg, South Africa - Las Vegas, United States Of America",LAS,JNB,42.9,-83.53,-26.13,28.23,13669.15,8474.87
"London, United Kingdom - Perth, Australia",LHR,PER,1.3,103.98,-31.94,115.97,3906.0,2421.72
"Boston, United States Of America - Toronto Island, Canada",BOS,YTZ,42.2,-71,43.63,-79.4,701.95,435.21
"San Francisco, United States Of America - Tel Aviv-yafo, Israel",SFO,TLV,40.7,-74.18,32.01,34.89,9140.85,5667.33
"Milan, Italy - Paris, France",LIN,CDG,45.5,9.18,49.01,2.54,634.79,393.57
"Monte Carlo, Monaco - Nice, France",NCE,MCM,43.7,7.21,43.73,7.42,17.2,10.66
"London, United Kingdom - Milan, Italy",LIN,LGW,45.5,9.18,51.16,-0.16,932.96,578.44
"Newark, United States Of America - Omaha, United States Of America",EWR,OMA,40.7,-74.18,31.73,-90.15,1741.23,1079.56
"Frankfurt, Germany - Milan, Italy",FRA,LIN,50.1,8.56,45.47,9.18,516.91,320.48
"San Francisco, United States Of America - Tokyo, Japan",SFO,NRT,37.6,-122.39,35.75,140.39,8228.24,5101.51
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,347.3,215.33
"Detroit, United States Of America - London, United Kingdom",LHR,DTW,51.5,-0.45,37.26,-107.75,7888.69,4890.99
"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,6416.88,3978.47
"Seoul, Republic Of Korea - Singapore, Singapore",ICN,SIN,37.5,126.66,1.34,103.98,4642.54,2878.37
"Houston, United States Of America - Oklahoma City, United States Of America",OKC,IAH,35.4,-97.6,29.98,-95.34,638.65,395.96
"Beijing, China - London, United Kingdom",PEK,LHR,40.1,116.58,51.47,-0.45,8150.7,5053.43
"Halifax, Canada - Toronto, Canada",YYZ,YHZ,43.7,-79.61,44.89,-63.52,1285.26,796.86
"Atlanta, United States Of America - Charlottesville, United States Of America",CHO,ATL,35.2,-80.95,42.94,-83.53,888.87,551.1
"Edinburgh, United Kingdom - London, United Kingdom",LGW,EDI,51.2,-0.16,55.96,-3.34,569.25,352.94
"Ho Chi Minh, Viet Nam - Singapore, Singapore",SIN,SGN,1.3,103.98,10.82,106.66,1099.18,681.49
"Honolulu - Oahu, United States Of America - Tokyo, Japan",HNL,NRT,21.3,-157.92,35.75,140.39,6137.13,3805.02
"Honolulu - Oahu, United States Of America - Kona - Hawaii, United States Of America",KOA,HNL,19.7,-156.04,21.34,-157.92,267.55,165.88
"Madrid, Spain - Mexico City, Mexico",MEX,MAD,19.4,-99.16,40.46,-3.58,9075.57,5626.85
"Minneapolis, United States Of America - Philadelphia, United States Of America",MSP,PHL,44.9,-93.2,45.05,-89.01,329.97,204.58
"Chicago, United States Of America - Washington Dc, United States Of America",DCA,ORD,38.9,-77.04,41.6,-98.93,1876.63,1163.51
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3924.29,2433.06
"Chicago, United States Of America - New York, United States Of America",ORD,LGA,41.6,-98.93,40.77,-73.88,2090.95,1296.39
"Hong Kong, Hong Kong - Las Vegas, United States Of America",HKG,LAS,34.1,-118.24,32.02,-87.96,2821.05,1749.05
"London, United Kingdom - Madras, India",MAA,LHR,13.1,80.23,51.47,-0.45,8228.93,5101.94
"Brisbane, Australia - Sydney, Australia",SYD,BNE,-33.9,151.23,-27.4,153.11,744.76,461.75
"Kona - Hawaii, United States Of America - Los Angeles, United States Of America",LAX,KOA,34.1,-118.24,19.73,-156.04,4044.74,2507.74
"Calgary, Canada - London, United Kingdom",LHR,YYC,51.5,-0.45,51.13,-114.01,7011.18,4346.93
"San Francisco, United States Of America - Tokyo, Japan",HND,SFO,35.6,139.75,37.61,-122.39,8284.45,5136.36
"Glasgow, United Kingdom - London, United Kingdom",GLA,LTN,55.9,-4.43,51.88,-0.37,519.99,322.39
"Abu Dhabi, United Arab Emirates - Casablanca-mohamed V., Morocco",CMN,AUH,33.4,-7.58,24.42,54.64,6050.94,3751.58
"Amsterdam, Netherlands - Newark, United States Of America",EWR,AMS,40.7,-74.18,52.31,4.75,5867.69,3637.97
"Boston, United States Of America - Sao Paulo, Brazil",GRU,BOS,40.6,-73.79,42.21,-71,293.56,182.01
"Frankfurt, Germany - Milan, Italy",FRA,LIN,50.1,8.56,45.47,9.18,516.91,320.48
"Hong Kong, Hong Kong - Osaka, Japan",HKG,KIX,22.3,113.94,34.43,135.24,2474.01,1533.89
"London, United Kingdom - Portland, United States Of America",LHR,PDX,39.9,-75.59,45.59,-122.59,3833.68,2376.88
"Barcelona, Spain - San Francisco, United States Of America",BCN,SFO,50.1,8.56,37.61,-122.39,9143.86,5669.19
"Amsterdam, Netherlands - Singapore, Singapore",SIN,AMS,1.3,103.98,52.31,4.75,10518.33,6521.36
"Geneva, Switzerland - Nice, France",NCE,GVA,43.7,7.21,46.23,6.11,294.33,182.48
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.5,177.63
"Geneva, Switzerland - Riyadh, Saudi Arabia",GVA,RUH,50.1,8.56,24.94,46.71,4298.61,2665.14
"Dublin, Republic Of Ireland - London, United Kingdom",LHR,DUB,51.5,-0.45,53.34,-6.25,443.17,274.77
"Johannesburg, South Africa - Upington, South Africa",UTN,JNB,-28.4,21.26,-26.13,28.23,733.55,454.8
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,746.91,463.08
"Birmingham, United Kingdom - Bombay, India",BHX,BOM,25.3,55.35,19.09,72.86,1928.3,1195.55
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,299.97,185.98
"San Diego, United States Of America - San Francisco, United States Of America",SAN,SFO,32.7,-102.18,37.61,-122.39,1912.35,1185.66
"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DXB,DAR,25.3,55.35,-6.88,39.2,3981.93,2468.8
"Kiev-borispol, Ukraine - New York, United States Of America",JFK,KBP,40.6,-73.79,50.43,30.55,7511.38,4657.06
"Gaborone, Botswana - Nairobi, Kenya",GBE,NBO,-24.6,25.93,-1.28,36.81,2844.58,1763.64
"Johannesburg, South Africa - Pietersburg, South Africa",JNB,PTG,-26.1,28.23,-23.86,29.45,277.77,172.22
"Frankfurt, Germany - Newark, United States Of America",EWR,FRA,40.7,-74.18,50.05,8.56,6209.77,3850.06
"Hong Kong, Hong Kong - Melbourne, Australia",MEL,HKG,-37.7,144.85,22.32,113.94,7415.33,4597.5
"Amsterdam, Netherlands - Hong Kong, Hong Kong",HKG,AMS,22.3,113.94,52.31,4.75,9277.48,5752.04
"Hong Kong, Hong Kong - Tokyo, Japan",HND,HKG,35.6,139.75,22.32,113.94,2899.35,1797.6
"Frankfurt, Germany - London, United Kingdom",FRA,LCY,50.1,8.56,51.5,0.05,617.6,382.91
"Houston, United States Of America - Washington Dc, United States Of America",DCA,IAH,38.9,-77.04,29.98,-95.34,1943.88,1205.21
"Sydney, Australia - Tokyo, Japan",SYD,NRT,-33.9,151.23,35.75,140.39,7826.21,4852.25
"Boston, United States Of America - Chicago, United States Of America",BOS,ORD,42.2,-71,41.6,-98.93,2302.19,1427.36
"Houston, United States Of America - Sydney, Australia",IAH,SYD,34.1,-118.24,-33.92,151.23,12077.47,7488.03
"Biarrita, France - Paris, France",BIQ,ORY,43.5,-1.53,48.73,2.37,654.44,405.75
"Geneva, Switzerland - Paris, France",GVA,CDG,46.2,6.11,49.01,2.54,411.32,255.02
"Dusseldorf, Germany - New York, United States Of America",JFK,DUS,51.5,-0.45,51.28,6.78,502.06,311.28
"Los Angeles, United States Of America - Toronto, Canada",YYZ,LAX,43.7,-79.61,34.05,-118.24,3476.43,2155.39
"Chongqing, China - Hong Kong, Hong Kong",HKG,CKG,22.3,113.94,29.58,106.5,1098.78,681.24
"Accra, Ghana - Dubai, United Arab Emirates",DXB,ACC,25.3,55.35,5.6,-0.17,6289.07,3899.22
"Lisbon, Portugal - Newark, United States Of America",LIS,EWR,38.8,-9.13,40.69,-74.18,5433.88,3369.01
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94,11662.1,7230.5
"Moscow, Russia - Paris, France",CDG,SVO,49,2.54,55.96,37.42,2455.24,1522.25
"Newark, United States Of America - West Palm Beach, United States Of America",EWR,PBI,40.7,-74.18,26.69,-80.09,1649.92,1022.95
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,7833.89,4857.01
"Bombay, India - Johannesburg, South Africa",JNB,BOM,-26.1,28.23,19.09,72.86,6961.81,4316.32
"Shanghai, China - Singapore, Singapore",PVG,SIN,31.1,121.8,1.34,103.98,3803.3,2358.05
"New York, United States Of America - Sao Paulo, Brazil",GRU,JFK,-23.4,-46.48,40.64,-73.79,7660.49,4749.5
"New York, United States Of America - Turin, Italy",TRN,JFK,49,2.54,40.64,-73.79,5834.23,3617.22
"Jakarta-soekarno, Indonesia - Newark, United States Of America",EWR,CGK,1.3,103.98,-6.13,106.66,878.12,544.43
"Frankfurt, Germany - Geneva, Switzerland",GVA,FRA,46.2,6.11,50.05,8.56,465.06,288.34
"Frankfurt, Germany - New York, United States Of America",FRA,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Birmingham, United Kingdom - Manila, Philippines",MNL,BHX,25.3,55.35,52.45,-1.73,5597.25,3470.3
"Las Vegas, United States Of America - London, United Kingdom",LHR,LAS,51.5,-0.45,32.02,-87.96,7119.95,4414.37
"Newark, United States Of America - Orlando-intl, United States Of America",EWR,MCO,40.7,-74.18,28.44,-81.31,1510.14,936.29
"London, United Kingdom - Seoul, Republic Of Korea",ICN,LHR,37.5,126.66,51.47,-0.45,8867.11,5497.61
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98,2923.54,1812.59
"Madrid, Spain - New York, United States Of America",MAD,JFK,40.5,-3.58,40.64,-73.79,5760.39,3571.44
"Frankfurt, Germany - Madrid, Spain",FRA,MAD,50.1,8.56,40.46,-3.58,1428.59,885.73
"Hong Kong, Hong Kong - Johannesburg, South Africa",HKG,JNB,22.3,113.94,-26.13,28.23,10677.6,6620.11
"Beijing, China - Tokyo, Japan",NRT,PEK,35.8,140.39,40.07,116.58,2134.52,1323.4
"Brisbane, Australia - Sydney, Australia",BNE,SYD,-27.4,153.11,-33.92,151.23,746.91,463.08
"Amsterdam, Netherlands - Hong Kong, Hong Kong",AMS,HKG,52.3,4.75,22.32,113.94,9276.2,5751.24
"Brisbane, Australia - Toronto, Canada",YYZ,BNE,34.1,-118.24,-27.4,153.11,11556.16,7164.82
"Seoul, Republic Of Korea - Zurich, Switzerland",ZRH,ICN,47.5,8.57,37.45,126.66,8752.15,5426.33
"Bentonville, United States Of America - New York, United States Of America",LGA,XNA,40.8,-73.88,36.28,-94.3,1840.92,1141.37
"Chicago, United States Of America - Kansas City, United States Of America",MCI,ORD,39.3,-94.72,41.6,-98.93,438.44,271.83
"Johannesburg, South Africa - Philadelphia, United States Of America",PHL,JNB,40.6,-73.79,-26.13,28.23,12829.3,7954.17
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,756.77,469.2
"Los Angeles, United States Of America - Philadelphia, United States Of America",PHL,LAX,45.1,-89.01,34.05,-118.24,2769.58,1717.14
"Toronto, Canada - Winnipeg, Canada",YYZ,YWG,43.7,-79.61,49.9,-97.23,1502.94,931.82
"New York, United States Of America - Toronto, Canada",YYZ,JFK,43.7,-79.61,40.64,-73.79,587.84,364.46
"London, United Kingdom - Taipei, Taiwan",TPE,LHR,22.3,113.94,51.47,-0.45,9632.42,5972.1
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.5,625.89
"Denver, United States Of America - Philadelphia, United States Of America",PHL,DEN,45.1,-89.01,39.77,-104.86,1426.19,884.24
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79,4152.83,2574.75
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45,6833.06,4236.5
"Boston, United States Of America - San Francisco, United States Of America",BOS,SFO,42.2,-71,37.61,-122.39,4346.72,2694.97
"Hong Kong, Hong Kong - Zurich, Switzerland",HKG,ZRH,22.3,113.94,47.45,8.57,9281.53,5754.55
"Newark, United States Of America - Pittsburgh, United States Of America",EWR,PIT,40.7,-74.18,48.72,-94.74,1844.98,1143.89
"Melbourne, Australia - New York, United States Of America",MEL,JFK,22.3,113.94,40.64,-73.79,12970.92,8041.97
"Singapore, Singapore - Zurich, Switzerland",ZRH,SIN,47.5,8.57,1.34,103.98,10303.5,6388.17
"Bologna, Italy - London, United Kingdom",LGW,BLQ,51.2,-0.16,44.5,11.35,1134.64,703.48
"Lisbon, Portugal - Milan, Italy",MIL,LIS,37.7,15.12,38.77,-9.13,2115.17,1311.41
"Beijing, China - Seoul, Republic Of Korea",PEK,ICN,40.1,116.58,37.45,126.66,921.53,571.35
"Aspen, United States Of America - Houston, United States Of America",ASE,IAH,39.2,-106.86,29.98,-95.34,1468.36,910.38
"Durban, South Africa - Lanseria, South Africa",HLA,DUR,-25.9,27.92,-29.96,30.95,540.69,335.23
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,1143.28,708.83
"Frankfurt, Germany - Rio De Janeiro, Brazil",FRA,GIG,50.1,8.56,-22.81,-43.24,9572.42,5934.9
"Johannesburg, South Africa - London, United Kingdom",JNB,LHR,-26.1,28.23,51.47,-0.45,9070.08,5623.45
"Bombay, India - Brussels, Belgium",BOM,BRU,19.1,72.86,50.89,4.48,6864.79,4256.17
"Brussels, Belgium - New York, United States Of America",BRU,JFK,50.9,4.48,40.64,-73.79,5885.99,3649.31
"Athens, Greece - Frankfurt, Germany",ATH,FRA,37.9,23.72,50.05,8.56,1808.8,1121.46
"Sao Paulo, Brazil - Toronto, Canada",YYZ,GRU,43.7,-79.61,-23.42,-46.48,8193.16,5079.76
"Gaborone, Botswana - Nairobi, Kenya",GBE,NBO,-26.1,28.23,-1.28,36.81,2908.62,1803.34
"New York, United States Of America - Nice, France",NCE,JFK,43.7,7.21,40.64,-73.79,6405.07,3971.14
"Abu Dhabi, United Arab Emirates - Doha, Qatar",DOH,AUH,25.3,51.56,24.42,54.64,325.78,201.98
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,2567.49,1591.84
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.5,177.63
"Dubai, United Arab Emirates - New York, United States Of America",DXB,JFK,25.3,55.35,40.64,-73.79,10997.09,6818.2
"Geneva, Switzerland - Seoul, Republic Of Korea",ICN,GVA,50.1,8.56,46.23,6.11,467.05,289.57
